PassengerId	Survived	Pclass	Age	SibSp	Parch	Fare	Embarked
604	0	3	1.481525496	0	0	0.015712554	0
605	1	1	1.17848619	0	0	0.051822149	1
606	0	3	1.212157224	1	0	0.030351579	0
607	0	3	1.01013102	0	0	0.015411575	0
608	1	1	0.909117918	0	0	0.059532035	0
609	1	2	0.740762748	1	2	0.081157193	1
610	1	1	1.34684136	0	0	0.299538851	0
611	0	3	1.313170326	1	5	0.061044735	0
612	0	3	0	0	0	0.013760684	0
613	1	3	0	1	0	0.030253985	2
614	0	3	0	0	0	0.015126993	2
615	0	3	1.17848619	0	0	0.015712554	0
616	1	2	0.808104816	1	2	0.126871551	0
617	0	3	1.144815156	1	1	0.028106928	0
618	0	3	0.875446884	1	0	0.031425107	0
619	1	2	0.134684136	2	1	0.07612293	0
620	0	2	0.875446884	0	0	0.020494635	0
621	0	3	0.909117918	1	0	0.028212719	1
622	1	1	1.414183428	1	0	0.102578967	0
623	1	3	0.67342068	1	1	0.030725752	1
624	0	3	0.707091714	0	0	0.015330377	0
625	0	3	0.707091714	0	0	0.031425107	0
626	0	1	2.053933074	0	0	0.063086	0
627	0	2	1.919248938	0	0	0.024105595	2
628	1	1	0.707091714	0	0	0.152164468	0
629	0	3	0.875446884	0	0	0.015411575	0
630	0	3	0	0	0	0.015094396	2
631	1	1	2.69368272	0	0	0.0585561	0
632	0	3	1.717222734	0	0	0.013768881	0
633	1	1	1.077473088	0	0	0.059532035	1
634	0	1	0	0	0	0	0
635	0	3	0.303039306	3	2	0.054457173	0
636	1	2	0.942788952	0	0	0.02537431	0
637	0	3	1.077473088	0	0	0.01546857	0
638	0	2	1.043802054	1	1	0.051236588	0
639	0	3	1.380512394	0	5	0.077464841	0
640	0	3	0	1	0	0.031425107	0
641	0	3	0.67342068	0	0	0.015330377	0
642	1	1	0.808104816	0	0	0.135264592	1
643	0	3	0.067342068	3	2	0.054457173	0
644	1	3	0	0	0	0.110272458	0
645	1	3	0.025253275	2	1	0.037589698	1
646	1	1	1.616209632	1	0	0.149765424	1
647	0	3	0.639749646	0	0	0.015411575	0
648	1	1	1.885577904	0	0	0.069291385	1
649	0	3	0	0	0	0.014736619	0
650	1	3	0.774433782	0	0	0.014736619	0
651	0	3	0	0	0	0.015411575	0
652	1	2	0.606078612	0	1	0.04489301	0
653	0	3	0.707091714	0	0	0.016460705	0
654	1	3	0	0	0	0.015281581	2
655	0	3	0.606078612	0	0	0.013175123	2
656	0	2	0.808104816	2	0	0.143462446	0
657	0	3	0	0	0	0.015411575	0
658	0	3	1.077473088	1	1	0.030253985	2
659	0	2	0.774433782	0	0	0.02537431	0
660	0	1	1.952919972	0	2	0.221098075	1
661	1	1	1.6835517	2	0	0.260867427	0
662	0	3	1.34684136	0	0	0.014102261	1
663	0	1	1.582538598	0	0	0.049943474	0
664	0	3	1.212157224	0	0	0.014630827	0
665	1	3	0.67342068	1	0	0.01546857	0
666	0	2	1.077473088	2	0	0.143462446	0
667	0	2	0.84177585	0	0	0.02537431	0
668	0	3	0	0	0	0.015175789	0
669	0	3	1.447854462	0	0	0.015712554	0
670	1	1	0	1	0	0.10149724	0
671	1	2	1.34684136	1	1	0.07612293	0
672	0	1	1.043802054	1	0	0.10149724	0
673	0	2	2.35697238	0	0	0.020494635	0
674	1	2	1.043802054	0	0	0.02537431	0
675	0	2	0	0	0	0	0
676	0	3	0.606078612	0	0	0.015175789	0
677	0	3	0.824940333	0	0	0.015712554	0
678	1	3	0.606078612	0	0	0.019209719	0
679	0	3	1.447854462	1	6	0.091542703	0
680	1	1	1.212157224	0	1	1	1
681	0	3	0	0	0	0.015883342	2
682	1	1	0.909117918	0	0	0.149765424	1
683	0	3	0.67342068	0	0	0.018006001	0
684	0	3	0.471394476	5	2	0.091542703	0
685	0	2	2.02026204	1	1	0.07612293	0
686	0	2	0.84177585	1	2	0.081157193	1
687	0	3	0.471394476	4	1	0.077464841	0
688	0	3	0.639749646	0	0	0.019852079	0
689	0	3	0.606078612	0	0	0.015216388	0
690	1	1	0.50506551	0	1	0.412503328	0
691	1	1	1.043802054	1	0	0.11125659	0
692	1	3	0.134684136	0	1	0.026187654	1
693	1	3	0	0	0	0.110272458	0
694	0	3	0.84177585	0	0	0.014102261	1
695	0	1	2.02026204	0	0	0.051822149	0
696	0	2	1.750893768	0	0	0.026350245	0
697	0	3	1.481525496	0	0	0.015712554	0
698	1	3	0	0	0	0.015094396	2
699	0	1	1.649880666	1	1	0.216429788	1
700	0	3	1.414183428	0	0	0.014931806	0
701	1	1	0.606078612	1	0	0.444099224	1
702	1	1	1.17848619	0	0	0.051309783	0
703	0	3	0.606078612	0	1	0.028212719	1
704	0	3	0.84177585	0	0	0.015110792	2
705	0	3	0.875446884	1	0	0.015330377	0
706	0	2	1.313170326	0	0	0.05074862	0
707	1	2	1.51519653	0	0	0.026350245	0
708	1	1	1.414183428	0	0	0.051309783	0
709	1	1	0.740762748	0	0	0.2958059	0
710	1	3	0	1	1	0.02975782	1
711	1	1	0.808104816	0	0	0.096625763	1
712	0	1	0	0	0	0.051822149	0
713	1	1	1.616209632	1	0	0.10149724	0
714	0	3	0.976459986	0	0	0.018510169	0
715	0	2	1.750893768	0	0	0.02537431	0
716	0	3	0.639749646	0	0	0.014931806	0
717	1	1	1.279499292	0	0	0.444099224	1
718	1	2	0.909117918	0	0	0.020494635	0
719	0	3	0	0	0	0.030253985	2
720	0	3	1.111144122	0	0	0.015175789	0
721	1	2	0.202026204	0	1	0.06441171	0
722	0	3	0.572407578	1	0	0.013768881	0
723	0	2	1.144815156	0	0	0.02537431	0
724	0	2	1.6835517	0	0	0.02537431	0
725	1	1	0.909117918	1	0	0.103644297	0
726	0	3	0.67342068	0	0	0.016908074	0
727	1	2	1.01013102	3	0	0.04098927	0
728	1	3	0	0	0	0.015102594	2
729	0	2	0.84177585	1	0	0.05074862	0
730	0	3	0.84177585	1	0	0.01546857	0
731	1	1	0.976459986	0	0	0.412503328	0
732	0	3	0.370381374	0	0	0.036670758	1
733	0	2	0	0	0	0	0
734	0	2	0.774433782	0	0	0.02537431	0
735	0	2	0.774433782	0	0	0.02537431	0
736	0	3	0.959624469	0	0	0.031425107	0
737	0	3	1.616209632	1	3	0.067095532	0
738	1	1	1.17848619	0	0	1	1
739	0	3	0	0	0	0.015411575	0
740	0	3	0	0	0	0.015411575	0
741	1	1	0	0	0	0.0585561	0
742	0	1	1.212157224	1	0	0.15390495	0
743	1	1	0.707091714	2	2	0.512121894	1
744	0	3	0.808104816	1	0	0.031425107	0
745	1	3	1.043802054	0	0	0.01546857	0
746	0	1	2.35697238	1	1	0.138582771	0
747	0	3	0.538736544	1	1	0.039525368	0
748	1	2	1.01013102	0	0	0.02537431	0
749	0	1	0.639749646	1	0	0.103644297	0
750	0	3	1.043802054	0	0	0.015126993	2
751	1	2	0.134684136	1	1	0.04489301	0
752	1	3	0.202026204	0	1	0.024349578	0
753	0	3	1.111144122	0	0	0.018542765	0
754	0	3	0.774433782	0	0	0.015411575	0
755	1	2	1.616209632	1	2	0.126871551	0
756	1	2	0.022559593	1	1	0.028302115	0
757	0	3	0.942788952	0	0	0.015216388	0
758	0	2	0.606078612	0	0	0.022446505	0
759	0	3	1.144815156	0	0	0.015712554	0
760	1	1	1.111144122	0	0	0.168836756	0
761	0	3	0	0	0	0.028302115	0
762	0	3	1.380512394	0	0	0.013907074	0
763	1	3	0.67342068	0	0	0.014110459	1
764	1	1	1.212157224	1	2	0.234224401	0
765	0	3	0.538736544	0	0	0.015175789	0
766	1	1	1.717222734	1	0	0.152164468	0
767	0	1	0	0	0	0.077294052	1
768	0	3	1.026966537	0	0	0.015126993	2
769	0	3	0	1	0	0.047137661	2
770	0	3	1.077473088	0	0	0.016322513	0
771	0	3	0.808104816	0	0	0.018542765	0
772	0	3	1.616209632	0	0	0.015330377	0
773	0	2	1.919248938	0	0	0.020494635	0
774	0	3	0	0	0	0.014102261	1
775	1	2	1.818235836	1	3	0.04489301	0
776	0	3	0.606078612	0	0	0.015126993	0
777	0	3	0	0	0	0.015126993	2
778	1	3	0.16835517	0	0	0.024349578	0
779	0	3	0	0	0	0.015102594	2
780	1	1	1.447854462	0	1	0.412503328	0
781	1	3	0.437723442	0	0	0.014110459	1
782	1	1	0.572407578	1	0	0.11125659	0
783	0	1	0.976459986	0	0	0.0585561	0
784	0	3	0	1	2	0.045771352	0
785	0	3	0.84177585	0	0	0.013760684	0
786	0	3	0.84177585	0	0	0.014151058	0
787	1	3	0.606078612	0	0	0.014630827	0
788	0	3	0.269368272	4	1	0.056848214	2
789	1	3	0.033671034	1	2	0.040159725	0
790	0	1	1.548867564	0	0	0.154588105	1
791	0	3	0	0	0	0.015126993	2
792	0	2	0.538736544	0	0	0.05074862	0
793	0	3	0	8	2	0.135752559	0
794	0	1	0	0	0	0.059914211	1
795	0	3	0.84177585	0	0	0.015411575	0
796	0	2	1.313170326	0	0	0.02537431	0
797	1	1	1.649880666	0	0	0.050610428	0
798	1	3	1.043802054	0	0	0.016948673	0
799	0	3	1.01013102	0	0	0.014110459	1
800	0	3	1.01013102	1	1	0.047137661	0
801	0	2	1.144815156	0	0	0.02537431	0
802	1	2	1.043802054	1	1	0.051236588	0
803	1	1	0.370381374	1	2	0.234224401	0
804	1	3	0.014141834	0	1	0.016623491	1
805	1	3	0.909117918	0	0	0.013614293	0
806	0	3	1.043802054	0	0	0.015175789	0
807	0	1	1.313170326	0	0	0	0
808	0	3	0.606078612	0	0	0.015175789	0
809	0	2	1.313170326	0	0	0.02537431	0
810	1	1	1.111144122	1	0	0.103644297	0
811	0	3	0.875446884	0	0	0.015395375	0
812	0	3	1.313170326	0	0	0.047137661	0
813	0	2	1.17848619	0	0	0.020494635	0
814	0	3	0.202026204	4	2	0.061044735	0
815	0	3	1.026966537	0	0	0.015712554	0
816	0	1	0	0	0	0	0
817	0	3	0.774433782	0	0	0.01546857	0
818	0	2	1.043802054	1	1	0.072227388	1
819	0	3	1.447854462	0	0	0.012589562	0
820	0	3	0.33671034	3	2	0.054457173	0
821	1	1	1.750893768	1	1	0.182499846	0
822	1	3	0.909117918	0	0	0.016908074	0
823	0	1	1.279499292	0	0	0	0
824	1	3	0.909117918	0	1	0.024349578	0
825	0	3	0.067342068	4	1	0.077464841	0
826	0	3	0	0	0	0.013565497	2
827	0	3	0	0	0	0.110272458	0
828	1	2	0.033671034	0	2	0.072227388	1
829	1	3	0	0	0	0.015126993	2
830	1	1	2.087604108	0	0	0.156149601	0
831	1	3	0.50506551	1	0	0.028212719	1
832	1	2	0.027946958	1	1	0.036597563	0
833	0	3	0	0	0	0.014110459	1
834	0	3	0.774433782	0	0	0.015330377	0
835	0	3	0.606078612	0	0	0.016200521	0
836	1	1	1.313170326	1	1	0.162314192	1
837	0	3	0.707091714	0	0	0.016908074	0
838	0	3	0	0	0	0.015712554	0
839	1	3	1.077473088	0	0	0.110272458	0
840	1	1	0	0	0	0.057970539	1
841	0	3	0.67342068	0	0	0.01546857	0
842	0	2	0.538736544	0	0	0.020494635	0
843	1	1	1.01013102	0	0	0.06050797	1
844	0	3	1.161650673	0	0	0.012565163	1
845	0	3	0.572407578	0	0	0.016908074	0
846	0	3	1.414183428	0	0	0.014736619	0
847	0	3	0	8	2	0.135752559	0
848	0	3	1.17848619	0	0	0.015411575	1
849	0	2	0.942788952	0	1	0.06441171	0
850	1	1	0	1	0	0.173919816	1
851	0	3	0.134684136	4	2	0.061044735	0
852	0	3	2.491656516	0	0	0.015175789	0
853	0	3	0.303039306	1	1	0.02975782	1
854	1	1	0.538736544	0	1	0.076903678	0
855	0	2	1.481525496	1	0	0.05074862	0
856	1	3	0.606078612	0	1	0.018249985	0
857	1	1	1.51519653	1	1	0.321798367	0
858	1	1	1.717222734	0	0	0.051822149	0
859	1	3	0.808104816	0	3	0.037589698	1
860	0	3	0	0	0	0.014110459	1
861	0	3	1.380512394	2	0	0.027537568	0
862	0	2	0.707091714	1	0	0.022446505	0
863	1	1	1.616209632	0	0	0.050610428	0
864	0	3	0	8	2	0.135752559	0
865	0	2	0.808104816	0	0	0.02537431	0
866	1	2	1.414183428	0	0	0.02537431	0
867	1	2	0.909117918	1	0	0.0270496	1
868	0	1	1.043802054	0	0	0.098561238	0
869	0	3	0	0	0	0.018542765	0
870	1	3	0.134684136	1	1	0.021730754	0
871	0	3	0.875446884	0	0	0.015411575	0
872	1	1	1.582538598	1	1	0.102578967	0
873	0	1	1.111144122	0	0	0.00975935	0
874	0	3	1.582538598	0	0	0.01756683	0
875	1	2	0.942788952	1	0	0.04684488	1
876	1	3	0.50506551	0	0	0.014102261	1
877	0	3	0.67342068	0	0	0.019217722	0
878	0	3	0.639749646	0	0	0.015411575	0
879	0	3	0	0	0	0.015411575	0
880	1	1	1.885577904	0	1	0.162314192	1
881	1	2	0.84177585	0	1	0.05074862	0
882	0	3	1.111144122	0	0	0.015411575	0
883	0	3	0.740762748	0	0	0.020527231	0
884	0	2	0.942788952	0	0	0.020494635	0
885	0	3	0.84177585	0	0	0.013760684	0
886	0	3	1.313170326	0	5	0.056848214	2
887	0	2	0.909117918	0	0	0.02537431	0
888	1	1	0.639749646	0	0	0.0585561	0
889	0	3	0	1	2	0.045771352	0
890	1	1	0.875446884	0	0	0.0585561	1
891	0	3	1.077473088	0	0	0.015126993	2
